attack_family,url,score,predicted
mixed_case,HTTP://WWW.SHPRAKSERF.GQ,0.9868153030260525,1
mixed_case,HTTP://WWW.IUHJN.PPLINK.CLUB,0.9559719168974196,1
mixed_case,HTTPS://SABADONOAPPMAGAZINE.COM/,0.5521086110420695,1
mixed_case,HTTP://WWW.NEXTRALOAD.COM,0.9426033111403932,1
mixed_case,HTTP://TKMOWPIKUK.OWL4FSRCH.CLUB/VNAFVRA97W/?Q=3717065149&ID=100,0.9656844539161341,1
mixed_case,HTTPS://BTOPENWORLDWEBMAILING.SQUARE.SITE/,0.4301871231052689,0
mixed_case,HTTP://WWW.FGURB.CANNCA.SHOP,0.9526708385695619,1
mixed_case,HTTPS://WWW.ETHMINING.INFO/#/,0.5441809623580122,1
mixed_case,HTTP://IANACURTIS.RMXCONTABILIDADE.COM.BR,0.9537164904005244,1
mixed_case,HTTP://WWW.PONY4.MICROSOFTUPS.COM,0.9718638513040745,1
mixed_case,HTTP://WWW.PLAY.STREAM.VIDZI.TV,0.9534551683346478,1
mixed_case,HTTP://WWW.BEEMAIL.ONLINE,0.9810086999339557,1
mixed_case,HTTP://WWW.915783.COM,0.9739735659185748,1
mixed_case,HTTPS://ATTCOM-102201.SQUARE.SITE/,0.7465863942089904,1
mixed_case,HTTPS://UPYQ8ESS.DREAMWP.COM/DKSKAT/,0.37803476577554007,0
mixed_case,HTTPS://WWW.FAEWOOD.COM,0.07648408763472439,0
mixed_case,HTTPS://ENNSTTSQAU.SQUARE.SITE/,0.22463647289801963,0
mixed_case,HTTPS://DOCS.GOOGLE.COM/FORMS/D/1CASPHEVKFDAZ2OKQJ70WDAI3PDWWG1WEH_RPK9V0Z3A/VIEWFORM,0.5267448586623066,1
mixed_case,HTTP://WWW.FRISSONCOURIER.COM,0.9273923883367148,1
mixed_case,HTTP://WWW.CLINICAFRESA20.COM,0.9523379778836091,1
mixed_case,HTTP://CHIEUPHAN-BDSHOTRAM.COM/WEBS/,0.9159814933049129,1
mixed_case,HTTPS://WWW.EKIE-NAT.EKASTE.BHWKKE.TOP/LOAD.PHP,0.9325245115715312,1
mixed_case,HTTP://WWW.KELIWEB.IT,0.9426420058779431,1
mixed_case,HTTP://WWW.BAAGII.SPORTSNEWSA.NET,0.9531366430005119,1
mixed_case,HTTPS://S3.AP-SOUTHEAST-1.WASABISYS.COM/MAILBUSINESS/APPSUITE/TLYAPPIOOX/MAILFOLDERDEFAULT9/INBOX.HTML#REDACTED@ABUSE.IONOS.COM,0.935004319886132,1
mixed_case,HTTPS://LOWES-SOLICITORS.CO.UK/CH/PANEL/,0.6832797474607185,1
mixed_case,HTTP://WWW.CLIENTCENTRE.NET,0.9470650556358347,1
mixed_case,HTTPS://EUYGY.SQUARE.SITE/,0.12151220423234202,0
mixed_case,HTTP://WWW.AUTOMAN-1301476296.COS.EU-MOSCOW.MYQCLOUD.COM,0.9904793285584315,1
mixed_case,HTTP://WWW.ALEKSANDARTASKOV.COM,0.9448926057882916,1
mixed_case,HTTP://WWW.WHOER.NET,0.9307610836381128,1
mixed_case,HTTPS://TERAPIAESPECIALIZADA.ES/MTB/APP/VERIFY.PHP,0.459533639530093,1
mixed_case,HTTP://WWW.NOGILEDENELI.RU,0.9807269471718358,1
mixed_case,HTTP://WWW.RECO.WS,0.9488145534835581,1
mixed_case,HTTP://WWW.POLEVOYTON.STORE,0.9449565998680933,1
mixed_case,HTTPS://ANTAI-GOUV.NET/,0.5739730309071092,1
mixed_case,HTTPS://SHRTCO.DE/1D9YEO,0.5738735837343478,1
mixed_case,HTTP://FTI.UNMERPAS.AC.ID/WP-ADMIN/USER/WEBGENKIC/INVESTOPIA/INDEX.PHP?EMAIL=GET@GET.GET,0.9443014422610292,1
mixed_case,HTTPS://EJJUD0.WIXSITE.COM/ATTT,0.33140270348378664,0
mixed_case,HTTP://WWW.CAMPBELLZ.CF,0.9860985534606538,1
mixed_case,HTTP://WWW.LWAC.COM,0.9214999545999014,1
mixed_case,HTTP://CENTRICA.COMRQZROFXNHWWGRQZROFROFXNHWAGX2NFSE2NFAGX2NFSESEWXNHWAGXWGRQZG.MUSTACCIO.COM/0.PHP#YWNJB3VUDHNAY2VUDHJPY2EUY29T,0.9922007524103591,1
mixed_case,HTTPS://00-COVERIY-TM.QUEST/,0.7237311037064349,1
mixed_case,HTTPS://ATTCOM-101978.SQUARE.SITE/,0.7465863942089904,1
mixed_case,HTTPS://DOCS.GOOGLE.COM/FORMS/D/E/1FAIPQLSCCKV1-RXHIPCMRHNWFVQ2LHUXX18NZCM1E7E0OZ8IENIXTGW/VIEWFORM,0.5017448586623064,1
mixed_case,HTTP://WWW.OOSP.PPLINK.CLUB,0.9560421965998257,1
mixed_case,HTTPS://WWW-INFO-CR-MUFG.HUIWENFENG.COM/JP.PHP,0.6459264075979222,1
mixed_case,HTTP://WWW.KARIZCUSTOMIZEME.COM,0.9467760190342119,1
mixed_case,HTTP://DJ-WEDDING.TK/BESST/,0.9772225194848408,1
mixed_case,HTTPS://WWW.GOOGLE.COM/URL?Q=HTTPS://IPFS.IO/IPFS/QMPOVSVEVLYHP2GJ6VFHKQVHAYDZ1O7Y2XN3XT87KKGHTV%23%5BEMAIL%5D&AMP;SOURCE=GMAIL&AMP;UST=1663915474090000&AMP;USG=AOVVAW1USGGTMP1IVAVTZSXCZ8G1,0.5736460752988857,1
mixed_case,HTTP://WWW.IIORINMF.PPLINK.CLUB,0.9574557995358062,1
mixed_case,HTTPS://DMBELECTRICINC.COM/,0.399114592150914,0
mixed_case,HTTP://WWW.INTELSUPPORTCENTER.COM,0.9491909560159894,1
mixed_case,HTTP://4710463D43910.BONACTECH.COM/#ZFHOBGNRQMTIMJFOYVC0DWRHEGS,0.9495459900204949,1
mixed_case,HTTP://WWW.WWW--WELLSFARGO--COM--T249329D48D6C.WSIPV6.COM,0.9919863774368769,1
mixed_case,HTTPS://WWW.ID292468292.RU,0.8123053131047101,1
mixed_case,HTTPS://WWW.DANIELTOLSON.COM/HOME.PHP,0.1708841514982728,0
mixed_case,HTTP://WWW.ICLOUD-ID-SERVICES.COM,0.9518888706983148,1
mixed_case,HTTP://WWW.TRIPADVISORSAPP.COM,0.9476213874018964,1
mixed_case,HTTP://MY-BUSINESS-106173-106262.SQUARE.SITE/,0.9846854563014565,1
mixed_case,HTTP://CEK58793690694674609.RF.GD/,0.9751810152913256,1
mixed_case,HTTPS://MEINEDKB.ME/,0.43724533016691536,0
mixed_case,HTTP://WWW.PMBFYTLKM.ML,0.9837256041052924,1
mixed_case,HTTPS://WWW.SOLUTIONFUN.INFO,0.2890059907481497,0
mixed_case,HTTPS://FLADESTATEINS.COM/4ECC9875-1BEC-4EB4-B4B8-859E345AA26A,0.7873782509204288,1
mixed_case,HTTPS://WWW.IOGINUNLCOVLABCP.COM/,0.16548120324149573,0
mixed_case,HTTPS://OPMKLW.COM/,0.48558016550877675,1
mixed_case,HTTPS://PYYPLAPP.COM/,0.47469069591379964,1
mixed_case,HTTP://HKMULANE.CN/BNL51,0.6804963083866855,1
mixed_case,HTTP://WWW.WINCONNECTORS.COM,0.9478931645798697,1
mixed_case,HTTP://WWW.WIKABA.COM,0.9497451886533825,1
mixed_case,HTTP://YZXLSC.COM/WORDPRESS/WP-INCLUDES/FONTS/AUPOST/TRACK/INDEX2.PHP,0.8247193955267706,1
mixed_case,HTTP://WWW.SHBC.PPLINK.CLUB,0.9560421965998257,1
mixed_case,HTTP://WWW.TOWNCENTERHOTEL.COM,0.9476213874018964,1
mixed_case,HTTP://WWW.MAIL-NEPALARMYMIL-NP.GQ,0.9908089745352819,1
mixed_case,HTTP://WWW.DYSKURS.COM.UA,0.9546946454376709,1
mixed_case,HTTPS://ALERTASCLIENTE.WEBCINDARIO.COM/,0.39563780568667034,0
mixed_case,HTTP://WWW.1SHOP.DE,0.9349688396646361,1
mixed_case,HTTPS://ATT-102707.SQUARE.SITE/,0.7093128336573479,1
mixed_case,HTTPS://AUTH-DKB-ONLINE.DE/,0.6312454118596811,1
mixed_case,HTTP://WWW.CACHECONTENT.COM,0.9470650556358347,1
mixed_case,HTTP://WWW.0CATCH.COM,0.9587346595356099,1
mixed_case,HTTP://LUKERS.COM.SG/CHRONOPOSTALERTEE/CHRONOPOSTALERTEE,0.7595182084063478,1
mixed_case,HTTP://WWW.UNBLOCKPROXY.US,0.9458891559640629,1
mixed_case,HTTPS://CROSSCHAINBRIDGE-ETH.COM/?GCLID=CJWKCAIA5SIEBHBNEIWAR9OH2VY9YQ0VUIATDGYARSQDBWLWEZEJYZ3U2LJJJPHFZMF2SGPV9HOPIBOCO-WQAVD_BWE,0.9425042519569722,1
mixed_case,HTTP://WWW.ALLSECUREHOSTING.COM,0.8445037022277028,1
mixed_case,HTTP://WWW.WEAREBRED.NET,0.9403491095395443,1
mixed_case,HTTPS://CMAC-CAJATACNA.COM/1675952392/CLIENTE/LOGIN,0.8536545948455938,1
mixed_case,HTTPS://SAMPIERRY11.WIXSITE.COM/MY-SITE-1,0.4979606954506113,1
mixed_case,HTTP://WWW.OOLKJD.PPLINK.CLUB,0.9561950354387397,1
mixed_case,HTTP://MAHARASHTRA-ENTERPRISES.COM/FEEDBACK/PORTAL.PHP,0.9250055147455856,1
mixed_case,HTTP://WWW.ANTONGAS-FX.RU,0.9886164853910235,1
mixed_case,HTTP://WWW.TG0913.COM,0.9703721416301192,1
mixed_case,HTTPS://POWERLINEINDUSTRIESINC.MYPORTFOLIO.COM/,0.4641748745166347,1
mixed_case,HTTPS://AYT-103563-100603.SQUARE.SITE/,0.8763477793839265,1
mixed_case,HTTP://WWW.PROXIFY.COM,0.9470922139990364,1
mixed_case,HTTP://WWW.MARKETEXON.COM,0.9426033111403932,1
mixed_case,HTTPS://DOCS.GOOGLE.COM/FORMS/D/E/1FAIPQLSDNEGA_6C_PZ9_Q9EP9EPM4IWQFSRXQSNAZ-J9DYLDIMAOOCG/VIEWFORM?USP=SEND_FORM,0.4910481533788265,1
mixed_case,HTTP://WWW.SISHENDM.COM,0.9451386660110661,1
mixed_case,HTTP://ATT-108784.SQUARE.SITE/,0.9699531566430488,1
mixed_case,HTTPS://INFORMASJON379820922.BLOGSPOT.COM/?TRKID=PN8322826547413800&SUB1=TB4J9LF,0.9414463789960706,1
mixed_case,HTTP://DOWN.SHOPEEVIP11.COM/,0.9437533067284598,1
mixed_case,HTTP://WWW.OMWOWXISR.GA,0.9858166373313668,1
mixed_case,HTTPS://AMAZON-HGFHTT.ZYNS.COM/MOBILE/SIGNIM.PHP,0.8724565604356013,1
mixed_case,HTTP://WWW.BEATLESLOVER.COM,0.9270790634089066,1
mixed_case,HTTPS://DOCS.GOOGLE.COM/FORMS/D/E/1FAIPQLSFP1EUKGSKTRIYRAZ2CSYNQWFWTV6EHLNBSZU69DBXZ9LIRTQ/VIEWFORM,0.5516216881526194,1
mixed_case,HTTPS://ACOMPANHANDO-MEUSGASTOS-ONLINE.COM/LUIZA/HOME.PHP?USERID=&URI=JKLUAMRFHFWOS4CAFNMEH7PA1PZX12WUKTQWV4SWVYW=,0.9496376765534844,1
mixed_case,HTTP://WWW.SPOKE.GA,0.9854653413867401,1
mixed_case,HTTPS://ATT-100984.SQUARE.SITE/,0.7093128336573479,1
mixed_case,HTTP://WWW.14GJM.XYZ,0.9874591560070609,1
mixed_case,HTTPS://MY-BUSINESS-107865-109573.SQUARE.SITE/,0.9156814518096926,1
mixed_case,HTTP://WWW.SUPPORTXMR.COM,0.9505737830540462,1
mixed_case,HTTP://SHEINAAPP.COM,0.7830697128316118,1
mixed_case,HTTP://WWW.NETSHIELDKIT.COM,0.9470650556358347,1
mixed_case,HTTPS://ZURBRIOERF.COM,0.35915038723381165,0
mixed_case,HTTP://WWW.HOTFIXMSUPLOAD.COM,0.9449627940380825,1
mixed_case,HTTPS://LOGIN-SCREEN-107860.SQUARE.SITE/,0.9397294099815621,1
mixed_case,HTTPS://DJC74BCD9B51A2-1EBF-4DF7-BC61-D371FE9ECCF.MYPORTFOLIO.COM/,0.9420210577201784,1
